Date,Close,High,Low,Open,Volume,Daily_Return,MA_30,Volatility
29-10-2025,1497.2771,1501.358327,1481.251222,1483.142502,11884745,0.011634833,1398.799207,0.01033544
30-10-2025,1481.649414,1496.182196,1477.170125,1493.096487,9318663,-0.010437404,1401.559774,0.010592288
31-10-2025,1479.559204,1490.608095,1475.478098,1483.540795,8758053,-0.001410732,1403.968636,0.010580858
03-11-2025,1477.866943,1488.119588,1472.491893,1479.161009,8452085,-0.00114376,1406.281278,0.010592789
04-11-2025,1466.320313,1485.92972,1463.334119,1477.070656,10007806,-0.007813038,1408.461198,0.010657849
06-11-2025,1489.214478,1494.689165,1469.406039,1477.17019,16772678,0.015613345,1411.961682,0.010640244
07-11-2025,1471.197754,1491.503891,1469.107443,1487.721331,7821765,-0.012098139,1414.888147,0.010958117
10-11-2025,1482.445801,1494.091905,1468.709264,1471.098243,7068438,0.007645503,1418.415173,0.010920838
11-11-2025,1486.526978,1491.90215,1473.387655,1490.110385,7127506,0.002753002,1422.429944,0.010749839
12-11-2025,1504.543579,1517.68278,1493.096506,1498.073494,12384459,0.012119929,1426.872734,0.010881048
13-11-2025,1503.946411,1515.094817,1499.865305,1508.027517,7196443,-0.00039691,1431.454883,0.010830585
14-11-2025,1511.909546,1513.900341,1498.571193,1498.571193,7682823,0.005294826,1436.594454,0.010680129
17-11-2025,1511.312378,1516.687428,1504.543625,1513.900388,5871416,-0.000394976,1441.558175,0.010705608
18-11-2025,1512.407227,1520.768591,1503.548163,1514.696568,11045042,0.000724436,1446.734241,0.010628801
19-11-2025,1511.909546,1515.293922,1505.041278,1510.416449,5692366,-0.000329065,1451.50883,0.010612588
20-11-2025,1541.970581,1543.762346,1519.673648,1522.958509,18171724,0.019882826,1456.960291,0.011015871
21-11-2025,1539.482056,1550.630583,1533.011971,1533.907853,9615271,-0.00161386,1462.906132,0.010629464
24-11-2025,1528.831299,1542.866382,1524.750193,1542.866382,18433951,-0.006918403,1468.151876,0.010796905
25-11-2025,1532.61377,1552.422208,1518.080988,1528.831331,15033482,0.002474093,1473.394303,0.010798072
26-11-2025,1562.674805,1564.366932,1533.410089,1535.201854,14054299,0.019614228,1479.861068,0.011053132
27-11-2025,1556.204712,1568.248999,1548.838745,1567.7513,9794643,-0.004140396,1486.0823,0.011144748
28-11-2025,1560.285889,1574.022425,1555.806599,1560.783588,8959508,0.002622519,1492.49266,0.011101794
01-12-2025,1558.892334,1570.239892,1556.40384,1567.751398,8920233,-0.000893141,1498.06025,0.010863305
02-12-2025,1539.183472,1560.285854,1534.903213,1553.915284,11389150,-0.012642863,1502.357048,0.011116296
03-12-2025,1531.718018,1545.255402,1525.944662,1538.088466,6090883,-0.004850269,1504.746004,0.009371855
04-12-2025,1528.532715,1553.318142,1510.615556,1528.930898,11867930,-0.002079562,1507.081873,0.009383524
05-12-2025,1533.509644,1538.685784,1513.60169,1523.356636,10183266,0.003256017,1510.14106,0.009055444
08-12-2025,1535.898682,1543.861863,1527.9355,1532.116122,11301491,0.001557889,1513.173706,0.00905595
09-12-2025,1522.361206,1535.400891,1513.103959,1533.211065,11503971,-0.008814042,1514.676758,0.008411552
10-12-2025,1529.826782,1540.377974,1524.352095,1526.940105,7991629,0.004903945,1516.335754,0.008440054
11-12-2025,1537.889404,1542.866393,1516.986053,1529.826707,4706197,0.005270284,1517.689498,0.00824482
12-12-2025,1549.336548,1552.621409,1538.984387,1543.662829,5106655,0.007443411,1519.945736,0.008038818
15-12-2025,1549.037842,1551.426821,1539.382533,1544.060853,5774543,-0.000192796,1522.26169,0.008026567
16-12-2025,1535.201904,1544.558545,1531.718012,1537.889429,11731856,-0.008931956,1524.172856,0.008240198
17-12-2025,1537.292236,1542.866439,1532.215732,1542.866439,7116649,0.001361601,1526.538586,0.008058481
18-12-2025,1537.292236,1544.359536,1528.134505,1528.134505,6580829,0,1528.141178,0.007614746
19-12-2025,1557.896851,1566.954945,1543.861768,1547.246144,13937275,0.013403186,1531.031148,0.007514764
22-12-2025,1568.149536,1570.239847,1558.096044,1566.258256,10184852,0.006581107,1533.887939,0.007489356
23-12-2025,1563.471069,1573.624198,1560.88306,1573.624198,7506564,-0.002983432,1536.452743,0.007539943
24-12-2025,1551.028687,1568.448147,1546.449881,1565.461954,8815745,-0.007958179,1538.002246,0.007474967
26-12-2025,1552.024048,1553.815812,1547.146696,1547.544758,2311495,0.000641743,1539.604834,0.007470478
29-12-2025,1538.486694,1550.929166,1536.495899,1547.743942,5972105,-0.008722386,1540.490739,0.007634094
30-12-2025,1532.713379,1546.449794,1530.722584,1539.880194,8815884,-0.003752594,1541.204106,0.007673831
31-12-2025,1563.172607,1569.742208,1533.90789,1533.90789,5771830,0.019872749,1542.896285,0.00845043
01-01-2026,1568.348511,1585.170755,1563.869221,1566.457231,6408128,0.003311153,1544.777584,0.00845481
02-01-2026,1584.971802,1587.261144,1570.936597,1572.728361,6602230,0.010599233,1546.210958,0.007901351
05-01-2026,1570.837036,1604.38201,1568.049996,1585.668486,8704973,-0.008917992,1547.256124,0.008093197
